beds,baths,sq__ft,sale_date,price
0,0,0,Mon May 19 00:00:00 EDT 2008,261000
4,3,2175,Mon May 19 00:00:00 EDT 2008,261000
4,2,1904,Mon May 19 00:00:00 EDT 2008,261000
4,2,1808,Mon May 19 00:00:00 EDT 2008,262500
4,2,2711,Mon May 19 00:00:00 EDT 2008,266000
3,1,1713,Mon May 19 00:00:00 EDT 2008,266000
3,2,1457,Mon May 19 00:00:00 EDT 2008,270000
4,3,2724,Mon May 19 00:00:00 EDT 2008,274425
0,0,0,Mon May 19 00:00:00 EDT 2008,274500
3,2,1468,Mon May 19 00:00:00 EDT 2008,275336
4,3,2550,Mon May 19 00:00:00 EDT 2008,277980
4,2,1928,Mon May 19 00:00:00 EDT 2008,280000
3,3,1922,Mon May 19 00:00:00 EDT 2008,284686
3,2,1343,Mon May 19 00:00:00 EDT 2008,284893
3,2,1510,Mon May 19 00:00:00 EDT 2008,285000
2,2,960,Mon May 19 00:00:00 EDT 2008,285000
4,2,1559,Mon May 19 00:00:00 EDT 2008,285000
3,2,1624,Mon May 19 00:00:00 EDT 2008,289000
5,3,2992,Mon May 19 00:00:00 EDT 2008,295000
4,2,2109,Mon May 19 00:00:00 EDT 2008,296000
4,2,1524,Mon May 19 00:00:00 EDT 2008,296056
3,2,1248,Mon May 19 00:00:00 EDT 2008,297359
4,2,1876,Mon May 19 00:00:00 EDT 2008,299940
5,3,0,Mon May 19 00:00:00 EDT 2008,304000
4,3,1851,Mon May 19 00:00:00 EDT 2008,305000
0,0,0,Mon May 19 00:00:00 EDT 2008,307000
4,2,2218,Mon May 19 00:00:00 EDT 2008,311328
3,2,1394,Mon May 19 00:00:00 EDT 2008,313138
3,2,1410,Mon May 19 00:00:00 EDT 2008,316630
5,3,3468,Mon May 19 00:00:00 EDT 2008,320000
5,3,2346,Mon May 19 00:00:00 EDT 2008,320000
5,3,2347,Mon May 19 00:00:00 EDT 2008,325000
4,2,1659,Mon May 19 00:00:00 EDT 2008,328578
3,3,2442,Mon May 19 00:00:00 EDT 2008,331000
0,0,0,Mon May 19 00:00:00 EDT 2008,331500
4,2,2155,Mon May 19 00:00:00 EDT 2008,340000
0,0,0,Mon May 19 00:00:00 EDT 2008,344755
3,2,1810,Mon May 19 00:00:00 EDT 2008,345746
4,2,2789,Mon May 19 00:00:00 EDT 2008,351000
4,2,1606,Mon May 19 00:00:00 EDT 2008,353767
0,0,0,Mon May 19 00:00:00 EDT 2008,355000
4,2,2166,Mon May 19 00:00:00 EDT 2008,356035
0,0,0,Mon May 19 00:00:00 EDT 2008,360000
4,2,1871,Mon May 19 00:00:00 EDT 2008,360552
3,2,1800,Mon May 19 00:00:00 EDT 2008,362305
3,1,1683,Mon May 19 00:00:00 EDT 2008,365000
3,2,0,Mon May 19 00:00:00 EDT 2008,367554
0,0,0,Mon May 19 00:00:00 EDT 2008,368500
2,2,1596,Mon May 19 00:00:00 EDT 2008,370000
4,2,0,Mon May 19 00:00:00 EDT 2008,371086
3,2,1179,Mon May 19 00:00:00 EDT 2008,378000
0,0,0,Mon May 19 00:00:00 EDT 2008,383000
3,1,1639,Mon May 19 00:00:00 EDT 2008,388000
5,3,3281,Mon May 19 00:00:00 EDT 2008,395100
3,2,1697,Mon May 19 00:00:00 EDT 2008,400000
3,2,0,Mon May 19 00:00:00 EDT 2008,400000
4,3,2085,Mon May 19 00:00:00 EDT 2008,408431
0,0,0,Mon May 19 00:00:00 EDT 2008,413000
4,2,1744,Mon May 19 00:00:00 EDT 2008,416767
4,3,0,Mon May 19 00:00:00 EDT 2008,420000
4,3,1939,Mon May 19 00:00:00 EDT 2008,423000
4,2,0,Mon May 19 00:00:00 EDT 2008,423000
2,3,1788,Mon May 19 00:00:00 EDT 2008,427500
3,2,1691,Mon May 19 00:00:00 EDT 2008,430922
4,2,2002,Mon May 19 00:00:00 EDT 2008,445000
4,4,4303,Mon May 19 00:00:00 EDT 2008,450000
5,3,4246,Mon May 19 00:00:00 EDT 2008,452000
3,2,2274,Mon May 19 00:00:00 EDT 2008,470000
4,3,0,Mon May 19 00:00:00 EDT 2008,471000
4,4,3056,Mon May 19 00:00:00 EDT 2008,475000
3,3,2503,Mon May 19 00:00:00 EDT 2008,484500
5,3,0,Mon May 19 00:00:00 EDT 2008,487500
3,3,0,Mon May 19 00:00:00 EDT 2008,488750
3,2,1905,Mon May 19 00:00:00 EDT 2008,500000
3,2,1320,Mon May 19 00:00:00 EDT 2008,506688
2,2,0,Mon May 19 00:00:00 EDT 2008,512000
5,3,0,Mon May 19 00:00:00 EDT 2008,520000
4,2,3037,Mon May 19 00:00:00 EDT 2008,528000
5,2,3741,Mon May 19 00:00:00 EDT 2008,579093
4,3,2660,Mon May 19 00:00:00 EDT 2008,636000
4,3,3357,Mon May 19 00:00:00 EDT 2008,668365
5,3,2896,Mon May 19 00:00:00 EDT 2008,676200
3,2,2025,Mon May 19 00:00:00 EDT 2008,677048
5,3,3788,Mon May 19 00:00:00 EDT 2008,691659
5,3,3670,Mon May 19 00:00:00 EDT 2008,760000
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
4,2,0,Mon May 19 00:00:00 EDT 2008,4897
3,2,0,Mon May 19 00:00:00 EDT 2008,4897
3,2,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
0,0,0,Mon May 19 00:00:00 EDT 2008,4897
3,2,1166,Fri May 16 00:00:00 EDT 2008,30000
0,0,0,Fri May 16 00:00:00 EDT 2008,30000
2,1,838,Fri May 16 00:00:00 EDT 2008,55422
2,1,904,Fri May 16 00:00:00 EDT 2008,63000
2,1,1032,Fri May 16 00:00:00 EDT 2008,65000
2,1,904,Fri May 16 00:00:00 EDT 2008,65000
2,1,1080,Fri May 16 00:00:00 EDT 2008,65000
2,2,990,Fri May 16 00:00:00 EDT 2008,66500
2,1,900,Fri May 16 00:00:00 EDT 2008,71000
2,1,861,Fri May 16 00:00:00 EDT 2008,75000
2,1,906,Fri May 16 00:00:00 EDT 2008,77000
2,1,1011,Fri May 16 00:00:00 EDT 2008,85000
3,2,1089,Fri May 16 00:00:00 EDT 2008,95625
2,1,832,Fri May 16 00:00:00 EDT 2008,96140
2,1,800,Fri May 16 00:00:00 EDT 2008,104250
4,2,1292,Fri May 16 00:00:00 EDT 2008,105000
2,1,810,Fri May 16 00:00:00 EDT 2008,108000
4,2,1064,Fri May 16 00:00:00 EDT 2008,109000
2,1,911,Fri May 16 00:00:00 EDT 2008,115000
1,1,846,Fri May 16 00:00:00 EDT 2008,115000
3,2,1320,Fri May 16 00:00:00 EDT 2008,115500
3,2,1410,Fri May 16 00:00:00 EDT 2008,115620
3,2,1115,Fri May 16 00:00:00 EDT 2008,116000
3,2,1169,Fri May 16 00:00:00 EDT 2008,122000
3,2,1164,Fri May 16 00:00:00 EDT 2008,122500
4,2,1341,Fri May 16 00:00:00 EDT 2008,123000
3,2,1219,Fri May 16 00:00:00 EDT 2008,124000
4,2,1127,Fri May 16 00:00:00 EDT 2008,124000
3,2,1272,Fri May 16 00:00:00 EDT 2008,124413
4,2,1253,Fri May 16 00:00:00 EDT 2008,125000
3,2,1120,Fri May 16 00:00:00 EDT 2008,130000
2,2,1118,Fri May 16 00:00:00 EDT 2008,131750
4,3,1890,Fri May 16 00:00:00 EDT 2008,137721
3,2,1260,Fri May 16 00:00:00 EDT 2008,137760
3,2,1400,Fri May 16 00:00:00 EDT 2008,138000
3,1,1264,Fri May 16 00:00:00 EDT 2008,140000
3,1,1060,Fri May 16 00:00:00 EDT 2008,145000
2,2,1132,Fri May 16 00:00:00 EDT 2008,145000
3,2,1466,Fri May 16 00:00:00 EDT 2008,150000
3,2,1092,Fri May 16 00:00:00 EDT 2008,150000
4,2,1628,Fri May 16 00:00:00 EDT 2008,151000
3,2,960,Fri May 16 00:00:00 EDT 2008,155000
3,2,1075,Fri May 16 00:00:00 EDT 2008,155800
3,2,1428,Fri May 16 00:00:00 EDT 2008,156142
4,2,1358,Fri May 16 00:00:00 EDT 2008,158000
6,4,2475,Fri May 16 00:00:00 EDT 2008,159900
3,2,1410,Fri May 16 00:00:00 EDT 2008,160000
3,2,1711,Fri May 16 00:00:00 EDT 2008,161500
4,2,1483,Fri May 16 00:00:00 EDT 2008,161600
3,2,1140,Fri May 16 00:00:00 EDT 2008,162000
4,2,1549,Fri May 16 00:00:00 EDT 2008,165000
3,2,1410,Fri May 16 00:00:00 EDT 2008,165000
3,2,1240,Fri May 16 00:00:00 EDT 2008,167293
5,2,1712,Fri May 16 00:00:00 EDT 2008,168000
4,2,1580,Fri May 16 00:00:00 EDT 2008,168000
3,2,1669,Fri May 16 00:00:00 EDT 2008,168750
3,1,1029,Fri May 16 00:00:00 EDT 2008,168750
3,1,1103,Fri May 16 00:00:00 EDT 2008,170000
3,2,2161,Fri May 16 00:00:00 EDT 2008,170250
3,2,1650,Fri May 16 00:00:00 EDT 2008,173000
3,1,1320,Fri May 16 00:00:00 EDT 2008,175000
3,2,1200,Fri May 16 00:00:00 EDT 2008,176095
3,2,1170,Fri May 16 00:00:00 EDT 2008,176250
3,2,1199,Fri May 16 00:00:00 EDT 2008,178000
4,2,1695,Fri May 16 00:00:00 EDT 2008,179000
3,2,1157,Fri May 16 00:00:00 EDT 2008,180000
3,2,1410,Fri May 16 00:00:00 EDT 2008,180000
3,2,1174,Fri May 16 00:00:00 EDT 2008,180000
3,2,1593,Fri May 16 00:00:00 EDT 2008,181000
3,2,1093,Fri May 16 00:00:00 EDT 2008,182000
3,2,1770,Fri May 16 00:00:00 EDT 2008,182587
4,2,1436,Fri May 16 00:00:00 EDT 2008,185074
3,2,1124,Fri May 16 00:00:00 EDT 2008,185833
4,2,1139,Fri May 16 00:00:00 EDT 2008,186785
3,2,1638,Fri May 16 00:00:00 EDT 2008,187000
3,2,1328,Fri May 16 00:00:00 EDT 2008,188335
3,2,1273,Fri May 16 00:00:00 EDT 2008,190000
3,1,1082,Fri May 16 00:00:00 EDT 2008,190000
4,2,1578,Fri May 16 00:00:00 EDT 2008,190000
2,1,796,Fri May 16 00:00:00 EDT 2008,190000
3,2,1386,Fri May 16 00:00:00 EDT 2008,191250
3,2,1452,Fri May 16 00:00:00 EDT 2008,193000
3,2,1513,Fri May 16 00:00:00 EDT 2008,193500
0,0,0,Fri May 16 00:00:00 EDT 2008,194818
4,2,1578,Fri May 16 00:00:00 EDT 2008,195000
4,3,1736,Fri May 16 00:00:00 EDT 2008,195000
2,2,0,Fri May 16 00:00:00 EDT 2008,195000
3,1,1473,Fri May 16 00:00:00 EDT 2008,195000
3,1,1150,Fri May 16 00:00:00 EDT 2008,198000
3,2,1127,Fri May 16 00:00:00 EDT 2008,199900
3,1,1144,Fri May 16 00:00:00 EDT 2008,200000
3,1,972,Fri May 16 00:00:00 EDT 2008,201000
4,2,2306,Fri May 16 00:00:00 EDT 2008,204918
3,2,1479,Fri May 16 00:00:00 EDT 2008,205000
2,1,1040,Fri May 16 00:00:00 EDT 2008,205000
3,2,1430,Fri May 16 00:00:00 EDT 2008,205878
4,2,1800,Fri May 16 00:00:00 EDT 2008,207000
4,2,1953,Fri May 16 00:00:00 EDT 2008,207744
3,2,1120,Fri May 16 00:00:00 EDT 2008,209000
3,2,1232,Fri May 16 00:00:00 EDT 2008,210000
1,1,-984,Fri May 16 00:00:00 EDT 2008,-210944
3,2,0,Fri May 16 00:00:00 EDT 2008,212500
4,2,2329,Fri May 16 00:00:00 EDT 2008,213750
3,2,1351,Fri May 16 00:00:00 EDT 2008,215000
2,2,0,Fri May 16 00:00:00 EDT 2008,215000
4,1,1376,Fri May 16 00:00:00 EDT 2008,215000
3,2,1300,Fri May 16 00:00:00 EDT 2008,216033
4,2,1566,Fri May 16 00:00:00 EDT 2008,220000
2,1,1115,Fri May 16 00:00:00 EDT 2008,220000
2,1,1032,Fri May 16 00:00:00 EDT 2008,220000
4,2,1419,Fri May 16 00:00:00 EDT 2008,220000
3,2,1261,Fri May 16 00:00:00 EDT 2008,220000
2,2,1637,Fri May 16 00:00:00 EDT 2008,220702
4,2,1776,Fri May 16 00:00:00 EDT 2008,221250
3,2,1338,Fri May 16 00:00:00 EDT 2008,222000
0,0,0,Fri May 16 00:00:00 EDT 2008,222500
5,2,2254,Fri May 16 00:00:00 EDT 2008,222750
3,2,1441,Fri May 16 00:00:00 EDT 2008,225000
4,2,1991,Fri May 16 00:00:00 EDT 2008,225000
4,3,2126,Fri May 16 00:00:00 EDT 2008,228750
3,2,1094,Fri May 16 00:00:00 EDT 2008,229000
3,2,1462,Fri May 16 00:00:00 EDT 2008,230095
5,3,2258,Fri May 16 00:00:00 EDT 2008,232500
3,2,1074,Fri May 16 00:00:00 EDT 2008,233000
4,2,2111,Fri May 16 00:00:00 EDT 2008,233500
3,2,1686,Fri May 16 00:00:00 EDT 2008,239000
4,3,1915,Fri May 16 00:00:00 EDT 2008,240000
4,2,2367,Fri May 16 00:00:00 EDT 2008,240000
3,2,1962,Fri May 16 00:00:00 EDT 2008,240971
2,2,1406,Fri May 16 00:00:00 EDT 2008,242000
3,2,1789,Fri May 16 00:00:00 EDT 2008,243450
4,2,1876,Fri May 16 00:00:00 EDT 2008,243500
3,2,1235,Fri May 16 00:00:00 EDT 2008,246544
4,2,2504,Fri May 16 00:00:00 EDT 2008,246750
0,0,0,Fri May 16 00:00:00 EDT 2008,247000
3,2,1676,Fri May 16 00:00:00 EDT 2008,247000
3,2,1367,Fri May 16 00:00:00 EDT 2008,249000
4,3,1899,Fri May 16 00:00:00 EDT 2008,249000
3,2,1636,Fri May 16 00:00:00 EDT 2008,250000
3,2,1828,Fri May 16 00:00:00 EDT 2008,250000
0,0,0,Fri May 16 00:00:00 EDT 2008,250000
4,2,1438,Fri May 16 00:00:00 EDT 2008,252000
3,2,1451,Fri May 16 00:00:00 EDT 2008,255000
3,1,1520,Fri May 16 00:00:00 EDT 2008,255000
3,2,1506,Fri May 16 00:00:00 EDT 2008,255000
4,2,2605,Fri May 16 00:00:00 EDT 2008,257200
3,2,1196,Fri May 16 00:00:00 EDT 2008,260000
3,2,1621,Fri May 16 00:00:00 EDT 2008,260000
3,2,1811,Fri May 16 00:00:00 EDT 2008,263500
3,2,1540,Fri May 16 00:00:00 EDT 2008,266510
4,2,0,Fri May 16 00:00:00 EDT 2008,267750
0,0,0,Fri May 16 00:00:00 EDT 2008,270000
0,0,0,Fri May 16 00:00:00 EDT 2008,271000
4,2,0,Fri May 16 00:00:00 EDT 2008,272700
0,0,0,Fri May 16 00:00:00 EDT 2008,275000
3,2,1543,Fri May 16 00:00:00 EDT 2008,275000
5,3,2494,Fri May 16 00:00:00 EDT 2008,276000
3,2,1650,Fri May 16 00:00:00 EDT 2008,276500
4,3,2214,Fri May 16 00:00:00 EDT 2008,278000
5,3,2280,Fri May 16 00:00:00 EDT 2008,279000
3,2,1443,Fri May 16 00:00:00 EDT 2008,280000
4,2,1582,Fri May 16 00:00:00 EDT 2008,280000
3,2,1857,Fri May 16 00:00:00 EDT 2008,285000
3,2,1735,Fri May 16 00:00:00 EDT 2008,288000
4,3,2096,Fri May 16 00:00:00 EDT 2008,289000
3,2,1720,Fri May 16 00:00:00 EDT 2008,290000
4,2,2160,Fri May 16 00:00:00 EDT 2008,290000
4,2,1382,Fri May 16 00:00:00 EDT 2008,293996
3,2,0,Fri May 16 00:00:00 EDT 2008,294000
4,2,1721,Fri May 16 00:00:00 EDT 2008,294173
4,2,1328,Fri May 16 00:00:00 EDT 2008,295000
0,0,0,Fri May 16 00:00:00 EDT 2008,298000
4,2,1982,Fri May 16 00:00:00 EDT 2008,298000
2,1,1144,Fri May 16 00:00:00 EDT 2008,299000
2,2,1623,Fri May 16 00:00:00 EDT 2008,300000
3,2,1457,Fri May 16 00:00:00 EDT 2008,300000
6,3,2555,Fri May 16 00:00:00 EDT 2008,300000
3,2,1577,Fri May 16 00:00:00 EDT 2008,300567
5,3,2592,Fri May 16 00:00:00 EDT 2008,303000
3,2,1401,Fri May 16 00:00:00 EDT 2008,305000
4,2,0,Fri May 16 00:00:00 EDT 2008,306000
3,2,1502,Fri May 16 00:00:00 EDT 2008,310000
3,2,1327,Fri May 16 00:00:00 EDT 2008,310000
4,3,1800,Fri May 16 00:00:00 EDT 2008,310000
4,2,2169,Fri May 16 00:00:00 EDT 2008,311518
5,3,2457,Fri May 16 00:00:00 EDT 2008,312000
0,0,0,Fri May 16 00:00:00 EDT 2008,313000
4,2,2004,Fri May 16 00:00:00 EDT 2008,315000
4,3,2212,Fri May 16 00:00:00 EDT 2008,315000
5,3,3134,Fri May 16 00:00:00 EDT 2008,315000
3,2,1360,Fri May 16 00:00:00 EDT 2008,315000
4,2,0,Fri May 16 00:00:00 EDT 2008,315000
3,2,1276,Fri May 16 00:00:00 EDT 2008,320000
4,3,2962,Fri May 16 00:00:00 EDT 2008,322000
4,2,1888,Fri May 16 00:00:00 EDT 2008,325000
0,0,0,Fri May 16 00:00:00 EDT 2008,325500
3,2,0,Fri May 16 00:00:00 EDT 2008,326951
3,2,1548,Fri May 16 00:00:00 EDT 2008,328370
2,2,0,Fri May 16 00:00:00 EDT 2008,330000
4,3,2109,Fri May 16 00:00:00 EDT 2008,330000
4,2,2484,Fri May 16 00:00:00 EDT 2008,331200
4,3,2258,Fri May 16 00:00:00 EDT 2008,332000
3,3,2212,Fri May 16 00:00:00 EDT 2008,334000
3,2,1616,Fri May 16 00:00:00 EDT 2008,335000
4,2,2372,Fri May 16 00:00:00 EDT 2008,341000
5,3,2606,Fri May 16 00:00:00 EDT 2008,346375
5,3,0,Fri May 16 00:00:00 EDT 2008,347225
5,3,2877,Fri May 16 00:00:00 EDT 2008,349000
3,2,2960,Fri May 16 00:00:00 EDT 2008,350000
2,2,0,Fri May 16 00:00:00 EDT 2008,350000
3,2,2172,Fri May 16 00:00:00 EDT 2008,350000
3,2,2100,Fri May 16 00:00:00 EDT 2008,350000
3,2,1795,Fri May 16 00:00:00 EDT 2008,351000
3,2,0,Fri May 16 00:00:00 EDT 2008,356200
4,2,2295,Fri May 16 00:00:00 EDT 2008,360000
4,3,2577,Fri May 16 00:00:00 EDT 2008,367463
0,0,0,Fri May 16 00:00:00 EDT 2008,375000
3,1,1727,Fri May 16 00:00:00 EDT 2008,380000
3,2,1485,Fri May 16 00:00:00 EDT 2008,380578
3,2,1655,Fri May 16 00:00:00 EDT 2008,386222
0,0,0,Fri May 16 00:00:00 EDT 2008,389000
0,0,0,Fri May 16 00:00:00 EDT 2008,390000
3,2,2049,Fri May 16 00:00:00 EDT 2008,395500
0,0,0,Fri May 16 00:00:00 EDT 2008,396000
5,3,2875,Fri May 16 00:00:00 EDT 2008,397000
0,0,0,Fri May 16 00:00:00 EDT 2008,400000
4,2,2199,Fri May 16 00:00:00 EDT 2008,400000
4,3,0,Fri May 16 00:00:00 EDT 2008,412500
2,1,1304,Fri May 16 00:00:00 EDT 2008,413500
3,2,2334,Fri May 16 00:00:00 EDT 2008,415000
4,3,2278,Fri May 16 00:00:00 EDT 2008,420454
3,1,1493,Fri May 16 00:00:00 EDT 2008,425000
3,2,0,Fri May 16 00:00:00 EDT 2008,425000
0,0,0,Fri May 16 00:00:00 EDT 2008,433500
5,3,0,Fri May 16 00:00:00 EDT 2008,438000
5,3,2787,Fri May 16 00:00:00 EDT 2008,441000
5,3,2824,Fri May 16 00:00:00 EDT 2008,445000
4,3,3261,Fri May 16 00:00:00 EDT 2008,446000
4,2,2053,Fri May 16 00:00:00 EDT 2008,450000
4,3,2379,Fri May 16 00:00:00 EDT 2008,455000
3,2,0,Fri May 16 00:00:00 EDT 2008,460000
3,2,0,Fri May 16 00:00:00 EDT 2008,475000
3,2,0,Fri May 16 00:00:00 EDT 2008,490000
4,2,0,Fri May 16 00:00:00 EDT 2008,493000
5,4,0,Fri May 16 00:00:00 EDT 2008,508000
0,0,0,Fri May 16 00:00:00 EDT 2008,511000
3,2,3173,Fri May 16 00:00:00 EDT 2008,525000
4,3,0,Fri May 16 00:00:00 EDT 2008,533000
3,1,1348,Fri May 16 00:00:00 EDT 2008,545000
4,3,0,Fri May 16 00:00:00 EDT 2008,560000
2,1,1252,Fri May 16 00:00:00 EDT 2008,575000
4,3,3229,Fri May 16 00:00:00 EDT 2008,575000
5,4,3863,Fri May 16 00:00:00 EDT 2008,598695
5,3,0,Fri May 16 00:00:00 EDT 2008,600000
4,3,0,Fri May 16 00:00:00 EDT 2008,600000
4,3,2356,Fri May 16 00:00:00 EDT 2008,600000
0,0,0,Fri May 16 00:00:00 EDT 2008,600000
5,3,3579,Fri May 16 00:00:00 EDT 2008,610000
0,0,0,Fri May 16 00:00:00 EDT 2008,622500
0,0,0,Fri May 16 00:00:00 EDT 2008,680000
4,3,0,Fri May 16 00:00:00 EDT 2008,879000
4,3,4400,Fri May 16 00:00:00 EDT 2008,884790
3,3,0,Fri May 16 00:00:00 EDT 2008,1551
3,4,5822,Fri May 16 00:00:00 EDT 2008,2000
4,2,1512,Thu May 15 00:00:00 EDT 2008,56950
1,1,611,Thu May 15 00:00:00 EDT 2008,60000
2,1,876,Thu May 15 00:00:00 EDT 2008,61000
2,1,933,Thu May 15 00:00:00 EDT 2008,62000
2,1,864,Thu May 15 00:00:00 EDT 2008,68566
2,1,1011,Thu May 15 00:00:00 EDT 2008,70000
4,2,1158,Thu May 15 00:00:00 EDT 2008,80000
3,2,1092,Thu May 15 00:00:00 EDT 2008,85500
2,1,956,Thu May 15 00:00:00 EDT 2008,92000
2,2,1139,Thu May 15 00:00:00 EDT 2008,93600
3,1,1058,Thu May 15 00:00:00 EDT 2008,95000
3,2,1040,Thu May 15 00:00:00 EDT 2008,97750
3,2,1354,Thu May 15 00:00:00 EDT 2008,104000
3,1,1051,Thu May 15 00:00:00 EDT 2008,105000
1,1,682,Thu May 15 00:00:00 EDT 2008,107666
3,1,1161,Thu May 15 00:00:00 EDT 2008,109000
3,1,1004,Thu May 15 00:00:00 EDT 2008,110000
3,1,1229,Thu May 15 00:00:00 EDT 2008,110000
3,2,1249,Thu May 15 00:00:00 EDT 2008,112500
3,2,1161,Thu May 15 00:00:00 EDT 2008,114800
3,1,1010,Thu May 15 00:00:00 EDT 2008,116000
0,0,0,Thu May 15 00:00:00 EDT 2008,119000
4,2,1462,Thu May 15 00:00:00 EDT 2008,121500
3,2,1269,Thu May 15 00:00:00 EDT 2008,122000
2,2,1188,Thu May 15 00:00:00 EDT 2008,123675
4,2,1570,Thu May 15 00:00:00 EDT 2008,126854
3,2,1093,Thu May 15 00:00:00 EDT 2008,127059
3,1,962,Thu May 15 00:00:00 EDT 2008,128687
3,2,1089,Thu May 15 00:00:00 EDT 2008,129500
3,2,1127,Thu May 15 00:00:00 EDT 2008,130000
4,2,1309,Thu May 15 00:00:00 EDT 2008,131750
2,1,970,Thu May 15 00:00:00 EDT 2008,132000
3,2,1144,Thu May 15 00:00:00 EDT 2008,134000
3,1,1000,Thu May 15 00:00:00 EDT 2008,134000
0,0,0,Thu May 15 00:00:00 EDT 2008,138000
3,2,1206,Thu May 15 00:00:00 EDT 2008,142000
3,1,1285,Thu May 15 00:00:00 EDT 2008,143012
3,2,1543,Thu May 15 00:00:00 EDT 2008,145846
2,1,884,Thu May 15 00:00:00 EDT 2008,147000
3,1,1019,Thu May 15 00:00:00 EDT 2008,148750
4,2,1392,Thu May 15 00:00:00 EDT 2008,150000
2,1,924,Thu May 15 00:00:00 EDT 2008,150454
3,2,1217,Thu May 15 00:00:00 EDT 2008,151087
3,2,1670,Thu May 15 00:00:00 EDT 2008,157296
3,2,1302,Thu May 15 00:00:00 EDT 2008,157500
3,2,1488,Thu May 15 00:00:00 EDT 2008,160000
3,2,1373,Thu May 15 00:00:00 EDT 2008,160000
4,2,1381,Thu May 15 00:00:00 EDT 2008,161250
3,2,1265,Thu May 15 00:00:00 EDT 2008,164000
2,1,881,Thu May 15 00:00:00 EDT 2008,165000
0,0,0,Thu May 15 00:00:00 EDT 2008,165000
4,2,1608,Thu May 15 00:00:00 EDT 2008,165750
3,1,1344,Thu May 15 00:00:00 EDT 2008,166000
3,2,1202,Thu May 15 00:00:00 EDT 2008,169000
3,2,1104,Thu May 15 00:00:00 EDT 2008,170000
2,2,0,Thu May 15 00:00:00 EDT 2008,170000
4,2,1859,Thu May 15 00:00:00 EDT 2008,170000
3,2,1232,Thu May 15 00:00:00 EDT 2008,170000
3,1,1638,Thu May 15 00:00:00 EDT 2008,170725
2,2,1177,Thu May 15 00:00:00 EDT 2008,171750
3,2,1582,Thu May 15 00:00:00 EDT 2008,172000
2,2,904,Thu May 15 00:00:00 EDT 2008,173056
3,2,1340,Thu May 15 00:00:00 EDT 2008,174000
3,2,1204,Thu May 15 00:00:00 EDT 2008,174250
4,2,1477,Thu May 15 00:00:00 EDT 2008,176850
4,2,1497,Thu May 15 00:00:00 EDT 2008,179500
3,1,960,Thu May 15 00:00:00 EDT 2008,185000
0,0,0,Thu May 15 00:00:00 EDT 2008,188000
3,2,1428,Thu May 15 00:00:00 EDT 2008,188700
3,1,1039,Thu May 15 00:00:00 EDT 2008,189000
3,1,1529,Thu May 15 00:00:00 EDT 2008,189000
4,3,1892,Thu May 15 00:00:00 EDT 2008,189836
4,2,1887,Thu May 15 00:00:00 EDT 2008,190000
